wave,id,age,gender,ambition,ambition_1,ambition_2,ambition_3,ambition_4,ambition_5,ambition_6,ambition_7,motivation_to_lead,mtl_1,mtl_2,mtl_3,mtl_4,mtl_5,mtl_6,mtl_7,mtl_8,drive_to_achieve,extra,leader_ability,self,others,direct_reports,managers,peers
2,428,NA,1,6.285714285714286,7,7,4,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1666666666666665,5,5.653061224489796,5.528148148148148,NA,5.8,5.392222222222222
2,429,56,2,3.4285714285714284,4,1,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.6666666666666665,4,5.56,6.317870569280344,NA,6.375,6.260741138560688
2,430,43,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5.1,5.845486350384309,6.42,5.3100000000000005,5.819468150896722
2,431,52,1,6.428571428571429,6,7,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.1666666666666665,4,4.469387755102041,5.011337868480726,NA,4.666666666666667,5.183673469387755
2,432,30,1,6.428571428571429,7,6,5,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,5.18,6.081161392093069,5.72,6.640000000000001,6.072613132209406
2,433,40,1,6.428571428571429,7,7,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5.74,5.825428064989932,6.072439367454565,6.18,5.0485406134142234
2,434,43,1,6.285714285714286,5,7,4,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,5,5.92,6.35,6.428,6.43,6.166666666666667
2,435,60,2,3.2857142857142856,4,1,5,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.8333333333333335,5,4.9,6.298612244897959,6.653061224489796,4.6,6.746666666666667
2,436,50,1,6,5,5,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,5,5.86,6.462424242424243,6.585,5.96,6.468484848484849
2,437,52,1,5.857142857142857,5,7,6,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,5,5.84,5.8403210385809174,5.905926418439717,5.29,6.1197278911564625
2,438,35,2,5.857142857142857,6,6,5,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5.92,5.947283439702795,5.9487455197132615,5.896486486486486,5.980173355173355
2,439,NA,2,5.714285714285714,4,6,5,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,5.02,6.169947032685128,6.1824501133786844,6.06,6.185757575757576
2,440,40,1,6.714285714285714,6,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4.52,5.3859545068027215,5.224489795918368,5.62,5.448541666666667
2,441,48,1,6.142857142857143,6,6,6,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,4,6.326530612244898,5.879889184397163,NA,5.875,5.88151891252955
2,442,41,1,6.428571428571429,5,7,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4.98,6.066070796126036,6.287588495157545,5.18,NA
2,443,45,2,6.428571428571429,7,5,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,5.8,5.86471603716532,6.484113475177305,4.94,5.553557278208441
2,444,NA,1,6.285714285714286,6,6,6,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,5,5.46,5.681060935012303,5.607468519322623,5.755714285714285,5.68
2,445,34,2,6.857142857142857,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,6.1,6.67716924564797,6.897222222222222,6.19,6.740005157962605
2,446,NA,1,4.285714285714286,3,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,5.6,5.886326530612245,5.795510204081633,6.09,5.841360544217687
2,447,NA,NA,5.428571428571429,6,5,6,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,6.017297003907946,NA,6.204081632653061,5.9550354609929075
2,448,39,1,6.571428571428571,7,7,6,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,5,5.2,6.258377046512385,6.545,5.54,6.1727540930247695
2,449,44,2,6,4,7,5,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.833333333333333,4,5.8,5.979659863945578,5.827319727891156,5.96,6.246666666666667
2,450,52,1,6,5,6,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,4.88,5.687470449172577,6.285,4.02,5.506808510638298
2,451,38,1,5.857142857142857,4,6,3,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,3,5.081632653061225,5.99922902494331,6.26,5.54,6.065381708238851
2,452,42,1,6.142857142857143,7,7,7,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,4.84,5.26497997997998,4.854166666666667,5.360833333333334,5.748828828828829
2,453,46,1,6.142857142857143,6,7,7,6,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6.510204081632653,5.8741666666666665,5.8597222222222225,5.84,5.9
2,454,50,1,7,7,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,6.08,6.331958185448093,6.2926109139307895,6.32,6.58
2,455,NA,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.58,4.94,5.155,4.84,4.5600000000000005
2,456,NA,1,5.714285714285714,5,5,7,6,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.5,6.154792775805975,6.0235438849452825,5.92,6.408055555555555
2,457,NA,1,6.285714285714286,5,7,6,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5,6.36,6.614711246200608,6.426666666666667,6.64,6.794326241134752
2,458,45,1,5.714285714285714,6,5,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,5.68,5.636785714285715,5.7315000000000005,NA,5.4
2,459,55,1,6.857142857142857,7,7,7,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,5.26530612244898,5.935476609953354,6.0103387188208615,6.285714285714286,5.827195591414861
2,460,40,1,4.714285714285714,3,4,4,5,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,4.76,5.93928226363009,6.307487922705314,6.08,5.72
2,461,39,1,5.714285714285714,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8333333333333335,3,4.857142857142857,5.656902332361516,6.309579081632653,NA,4.786666666666666
2,462,48,1,6,6,6,7,5,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5.933333333333334,6.378986357531632,6.282695035460993,6.64,6.388273132112816
2,463,50,1,6,6,6,7,6,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.8333333333333335,4,6.08,6.006141001855288,5.948775510204081,5.96,6.098008658008658
2,464,33,1,6.428571428571429,7,7,5,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.36734693877551,6.281781981085117,6.563713290194126,6.14,6.141088435374149
2,465,48,1,6.857142857142857,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,5.7,6.4140403304178815,6.654149659863945,6.229166666666667,6.235555555555556
2,466,42,1,6.714285714285714,7,7,7,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,5.2,5.890469387755102,6.36734693877551,6,5.695
2,467,NA,NA,5.857142857142857,6,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,4.72,5.815744680851064,6.248571428571428,5.22,5.437223910840932
2,468,39,1,4.571428571428571,4,6,6,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.3333333333333335,3,4.8,5.724476477573643,5.168501922508133,5.390434782608695,6.206473412605631
2,469,NA,1,6,5,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,5.82,5.905714285714286,6.162993197278912,5.46,5.797006802721088
2,470,43,1,4.857142857142857,6,5,6,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.1666666666666665,4,5.08,6.086512550756737,NA,5.857142857142857,6.119279649844434
2,471,NA,1,5.142857142857143,4,4,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,NA,NA,NA,NA,NA
2,472,43,2,6.142857142857143,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA
